product_no,brand,category,link,price,description,seller_id,name,image_link
1016,"",Окуляры,https://www.ozon.ru/product/teleskop-vysokoy-moshchnosti-20-50-gold-standard-hd-nochnoe-videnie-otkrytyy-uvelichennyy-okulyar-517064017/,2505,"Тип : Камера для телескопа, Телескоп, Окуляр
Тип телескопа : Катадиоптрик
Диаметр объектива, мм : 28
Макс. увеличение, крат : 20
Конструктивные особенности : Многослойное покрытие линз, Резиновое покрытие корпуса
Монтировка : Азимутальная
Функциональные особенности оптического прибора : Ночное видение, С функцией фото и видеозаписи
Цвет : Черный
Страна-изготовитель : Китай
",223873,Телескоп высокой мощности 20*50 Gold Standard/HD ночное видение открытый увеличенный окуляр/Артефакт наблюдения дома и на улице,https://cdn1.ozone.ru/s3/multimedia-8/6269096480.jpg
1017,"",Аксессуары для телескопов,https://www.ozon.ru/product/ochishchayushchaya-shchetka-dlya-litsa-belyy-rozovyy-510295869/,1137,"Тип : Штатив для телескопа
Цвет : Разноцветный
",197115,"Очищающая щетка для лица,  Белый Розовый",https://cdn1.ozone.ru/s3/multimedia-k/6264568484.jpg
1018,"",Аксессуары для телескопов,https://www.ozon.ru/product/monokulyarnyy-teleskop-434319147/,926,"",185411,Монокулярный телескоп ,https://cdn1.ozone.ru/s3/multimedia-o/6183011208.jpg
1019,"",Телескопы,https://www.ozon.ru/product/sv28-army-green-target-mirror-hd-s-bolshim-uvelicheniem-v-15-45-raz-vodonepronitsaemyy-427579733/,8370,"Тип : Камера для телескопа, Телескоп
Конструктивные особенности : Водонепроницаемость, Крепление на штатив
Функциональные особенности оптического прибора : С функцией фото и видеозаписи
Принадлежности в комплекте : Штатив
Цвет : Зеленый
",291247,SV28 Army Green Target Mirror HD с большим увеличением в 15-45 раз водонепроницаемый зеркальный телескоп для птиц,https://cdn1.ozone.ru/s3/multimedia-a/6177921982.jpg
1020,Meade,Аксессуары для телескопов,https://www.ozon.ru/product/lunnyy-filtr-meade-serii-4000-nd96-271990999/,2890,"Тип : Светофильтр для телескопа
Гарантийный срок : 1 год
",24633,Лунный фильтр MEADE Серии 4000: ND96,https://cdn1.ozone.ru/s3/multimedia-b/6067124027.jpg
1021,"",Аксессуары для телескопов,https://www.ozon.ru/product/obektiv-barlou-422613610/,1306,"",189404,Объектив Барлоу ,https://cdn1.ozone.ru/s3/multimedia-8/6172696868.jpg
1022,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/protivoves-sky-watcher-dlya-montirovki-eq2-3-56-kg-482776749/,5787,"Тип : Противовес для монтировки
Монтировка : Экваториальная
Цвет : Черный
Гарантийный срок : 6 месяцев
",253108,"Противовес Sky-Watcher для монтировки EQ2, 3,56 кг",https://cdn1.ozone.ru/s3/multimedia-k/6128917208.jpg
1023,Leica,Аксессуары для телескопов,https://www.ozon.ru/product/chehol-leica-ever-ready-dlya-apo-televid-82-pryamoy-564747899/,26875,"Тип : Сумка для телескопа
",103243,"Чехол Leica Ever Ready для APO-TELEVID 82, прямой",https://cdn1.ozone.ru/s3/multimedia-c/6306011640.jpg
1024,"",Аксессуары для телескопов,https://www.ozon.ru/product/professionalnyy-vysokomoshchnyy-astronomicheskiy-monokulyarnyy-detskiy-eksperimentalnyy-529422117/,5550,"Тип : GPS-модуль для телескопа
",204970,Профессиональный высокомощный астрономический монокулярный детский экспериментальный астрономический телескоп для наблюдения за звездами,https://cdn1.ozone.ru/s3/multimedia-v/6275433115.jpg
1025,Carl Zeiss,Аксессуары для телескопов,https://www.ozon.ru/product/adapter-zeiss-52-86-12-dlya-podsoedineniya-tsifrovyx-kamer-k-podzornym-trubam-564695093/,59370,"Тип : Адаптер для монтировки
",103243,Адаптер Zeiss 52 86 12 для подсоединения цифровыx камер к подзорным трубам,https://cdn1.ozone.ru/s3/multimedia-o/6304454508.jpg
1026,Explore Scientific,Аксессуары для телескопов,https://www.ozon.ru/product/svetofiltr-explore-scientific-svetlo-zheltyy-8-1-25-553675370/,2125,"Тип : Солнечный фильтр для телескопа
Конструктивные особенности : Многослойное покрытие линз, Чехол в комплекте
Цвет : Светло-желтый
Гарантийный срок : 6 месяцев
",273011,"Светофильтр Explore Scientific светло-желтый №8, 1,25""",https://cdn1.ozone.ru/s3/multimedia-w/6280427432.jpg
1027,ToupCam,Аксессуары для телескопов,https://www.ozon.ru/product/kamera-dlya-mikroskopov-toupcam-uhccd00800kpa-564807257/,32036,"Тип : Камера для телескопа
",103243,Камера для микроскопов ToupCam UHCCD00800KPA,https://cdn1.ozone.ru/s3/multimedia-g/6304549288.jpg
1028,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/nabor-svetofiltrov-levenhuk-f8-solnechnaya-sistema-podarok-salfetka-dlya-uhoda-za-optikoy-levenhuk-564950400/,11631,"Тип : Светофильтр для телескопа
Гарантийный срок : 6 месяцев
",150546,Набор светофильтров Levenhuk F8 Солнечная система +  ПОДАРОК Салфетка для ухода за оптикой Levenhuk P20 NG 15x20 см,https://cdn1.ozone.ru/s3/multimedia-l/6318776925.jpg
1029,"",Аксессуары для телескопов,https://www.ozon.ru/product/monokulyarnyy-teleskop-chernyy-413173497/,1000,"",190103,"Монокулярный телескоп ,  Черный",https://cdn1.ozone.ru/s3/multimedia-f/6164247891.jpg
1030,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/korrektor-komy-levenhuk-ra-dlya-reflektora-nyutona-f-4-526787588/,5387,"Тип : Корректор комы
Партномер : 50755
Цвет : Черный
Гарантийный срок : 6 мес.
",396769,Корректор комы Levenhuk Ra для рефлектора Ньютона f/4,https://cdn1.ozone.ru/s3/multimedia-j/6135496891.jpg
1031,"",Аксессуары для телескопов,https://www.ozon.ru/product/binokl-chernyy-441756233/,3402,"Тип : Противовес для монтировки
Цвет : Черный
",245699,Бинокль(черный),https://cdn1.ozone.ru/s3/multimedia-k/6195453524.jpg
1032,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/protivoves-sky-watcher-dlya-montirovki-eq2-3-56-kg-382117466/,6102,"Тип : Противовес для монтировки
",261175,"Противовес Sky-Watcher для монтировки EQ2, 3,56 кг",https://cdn1.ozone.ru/s3/multimedia-d/6025555837.jpg
1033,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/kamera-tsifrovaya-levenhuk-t500-plus-513293043/,26181,"Тип : Камера для телескопа
Гарантийный срок : пожизненная
Страна-изготовитель : Китай
",374907,Камера цифровая Levenhuk T500 PLUS,https://cdn1.ozone.ru/s3/multimedia-2/6178258466.jpg
1034,levenhuk,Штативы и головки,https://www.ozon.ru/product/shtativ-levenhuk-level-base-tr20-526750456/,4356,"Тип : Штатив, Штатив для телескопа
Конструкция штатива : Трипод
Установка : Напольный
Максимальная нагрузка, кг : 5
Максимальная высота/длина, см : 140
Минимальная высота/длина, см : 49
Количество секций, шт : 3
Тип головки : 3D
Площадка : Быстросъемная, можно откинуть на угол до 90°
Совместимость : Приборы с резьбовым креплением 1/4""
",398564,Штатив Levenhuk Level BASE TR20,https://cdn1.ozone.ru/s3/multimedia-i/6154956222.jpg
1035,Sturman,Аксессуары для телескопов,https://www.ozon.ru/product/svetofiltr-sturman-oranzhevyy-n21-1-25-562502497/,1292,"Тип : Светофильтр для телескопа
Гарантийный срок : 1 год
",261175,"Светофильтр Sturman оранжевый N21 1,25""",https://cdn1.ozone.ru/s3/multimedia-z/6300790223.jpg
1036,"",Аксессуары для телескопов,https://www.ozon.ru/product/adapter-telefona-ustanovka-binokulyarnogo-monokulyarnogo-diapazona-pyaten-427871614/,1109,"Тип : Диагональное зеркало
Цвет : Черный
",185341,Адаптер телефона установка бинокулярного монокулярного диапазона пятен,https://cdn1.ozone.ru/s3/multimedia-v/6149875843.jpg
